Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,yj_Administrative,yj_Administrative_Duration,yj_Informational,yj_Informational_Duration,yj_ProductRelated,yj_ProductRelated_Duration,yj_BounceRates,yj_ExitRates,yj_PageValues,yj_SpecialDay,visitor_type_Other,visitor_type_Returning_Visitor,totalPage_visit,total_duration,adm_rasio,info_rasio,product_rasio
2,3,2,1,1,Returning_Visitor,0,False,0.07440136420048865,-0.052855679171889616,1.8077208674938134,-0.4947987296998535,0.8290430947718392,0.707553428518552,1.6488087517427241,0.7849132746446492,1.9723863262726413,2.9697561287902774,0,1,2.7111653264661415,0.15989901964680886,-0.7104127691726179,-0.2737141217968193,0.8534579601236261
2,1,1,6,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.6206404930617382,-1.3306269262285229,-0.8029476047328334,1.610381750970617,-0.5328007247722796,-0.33762994411680447,0,1,-3.1429658040374804,-2.8308937318572216,1.0070049331090443,0.9445401053315556,0.8210500304818884
2,1,2,6,6,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.3668677296683835,-1.0374794159400784,-0.8029476047328334,1.1508382447806984,-0.5328007247722796,-0.33762994411680447,0,1,-2.889193040644126,-2.537746221568777,1.0070049331090443,0.9445401053315556,0.7590196135450369
2,2,2,1,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.6460267651187497,-0.5909388289041604,-0.8029476047328334,-0.1694811329175329,-0.5328007247722796,-0.33762994411680447,0,1,-2.168352076094492,-2.091205634532859,1.0070049331090443,0.9445401053315556,0.914728089935309
2,1,1,3,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.4663895023972844,-0.6564682114171021,1.5689153813671288,1.3746135898920742,-0.5328007247722796,-0.33762994411680447,0,1,-1.9887148133730268,-2.1567350170458006,1.0070049331090443,0.9445401053315556,1.4075535749471115
2,2,2,1,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.18775436593530764,-0.2677029182935121,0.48447159234925347,-0.0023603576207320773,-0.5328007247722796,-0.33762994411680447,0,1,-1.71007967691105,-1.767969723922211,1.0070049331090443,0.9445401053315556,1.4258146113403904
2,2,2,7,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,0.958706544800185,0.9357485145486455,0.5564757826155045,-0.408206727521461,-0.5328007247722796,-0.33762994411680447,0,1,-0.5636187661755574,-0.5645182910800532,1.0070049331090443,0.9445401053315556,0.9760531203463053
2,3,2,1,4,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.6460267651187497,-0.2563685712634447,1.0697051268659952,0.9248322305902272,-0.5328007247722796,-0.33762994411680447,0,1,-2.168352076094492,-1.7566353768921434,1.0070049331090443,0.9445401053315556,0.3968389316134916
2,2,2,0,4,Returning_Visitor,0,False,0.5502810571518354,0.3704035496341635,-0.5238514774617935,-0.4947987296998535,-1.007464666445261,-0.4054277458659336,-0.8029476047328334,-0.0023603576207320773,-0.5328007247722796,2.972650148551081,0,1,-0.981035086755219,-0.5298229259316236,0.6731170277808791,0.9445401053315556,0.4024237865298494
2,2,2,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.7512307648022315,-1.1211888218377497,1.2161731822752355,1.2382569444955889,-0.5328007247722796,2.972487110756131,0,1,-2.273556075777974,-2.6214556274664487,1.0070049331090443,0.9445401053315556,1.4924692576094285
2,2,0,1,6,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.5517722682417002,-0.1269467608077742,-0.8029476047328334,-0.30913120681708295,-0.5328007247722796,-0.33762994411680447,0,1,-2.0740975792174425,-1.6272135664364729,1.0070049331090443,0.9445401053315556,0.23007093345286792
2,2,2,0,4,Returning_Visitor,0,False,0.07440136420048865,0.10306405448392564,-0.5238514774617935,-0.4947987296998535,0.8487128909183868,1.5540921933839955,-0.8029476047328334,-1.659605730225287,-0.5328007247722796,-0.33762994411680447,0,1,0.3992627776570819,1.1623575181680676,1.3852441496395134,0.9445401053315556,1.8311165177452675
2,1,1,3,2,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.3668677296683835,-1.475874858086947,-0.8029476047328334,1.1508382447806984,-0.5328007247722796,2.972487110756131,0,1,-2.889193040644126,-2.9761416637156457,1.0070049331090443,0.9445401053315556,1.0797495807769268
2,1,1,4,4,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.12962323137745738,-0.3833995271419095,-0.8029476047328334,-1.2778270744254014,-0.5328007247722796,-0.33762994411680447,0,1,-1.6519485423531999,-1.8836663327706082,1.0070049331090443,0.9445401053315556,2.957799486000054
2,3,2,2,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.6206404930617382,-1.3401991434302816,-0.8029476047328334,0.7622498176525309,-0.5328007247722796,2.9697561287902774,0,1,-3.1429658040374804,-2.8404659490589803,1.0070049331090443,0.9445401053315556,0.8269564713259493
2,0,1,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.1693250410160256,-0.9883020205935207,-0.8029476047328334,0.7622498176525309,-0.5328007247722796,-0.33762994411680447,0,1,-2.6916503519917683,-2.4885688262222194,1.0070049331090443,0.9445401053315556,0.8451901617832334
2,2,0,1,4,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,0.19822752779318623,0.033832378742947124,-0.4655421884970391,-1.3230152160208095,-0.5328007247722796,2.8995707285437984,0,1,-1.3240977831825562,-1.4664344268857517,1.0070049331090443,0.9445401053315556,0.1706744725094133
2,1,1,1,2,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.18775436593530764,-0.5605251491345471,0.6653790763592745,0.9462863076106421,-0.5328007247722796,-0.33762994411680447,0,1,-1.71007967691105,-2.060791954763246,1.0070049331090443,0.9445401053315556,2.9854173901217336
2,3,2,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.3668677296683835,-1.0272732535716769,1.979164638076787,1.8375701200276504,-0.5328007247722796,2.8995707285437984,0,1,-2.889193040644126,-2.5275400592003754,1.0070049331090443,0.9445401053315556,0.7515527883747055
2,3,2,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.38834213987373445,0.2020926633403296,-0.8029476047328334,-1.510222269008116,-0.5328007247722796,-0.33762994411680447,0,1,-1.910667450849477,-1.298174142288369,1.0070049331090443,0.9445401053315556,-0.5203984903776809
2,2,2,3,2,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.972487110756131,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,1,1,3,4,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,-0.33762994411680447,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,3,2,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.31646197581742347,-0.46854926511705614,0.2579847545657301,-0.11603519721314667,-0.5328007247722796,2.8995707285437984,0,1,-1.8387872867931658,-1.968816070745755,1.0070049331090443,0.9445401053315556,1.4805862976327255
2,2,4,4,2,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.6206404930617382,-1.3915134162358656,-0.8029476047328334,1.610381750970617,-0.5328007247722796,2.972663648517406,0,1,-3.1429658040374804,-2.8917802218645643,1.0070049331090443,0.9445401053315556,0.8586194299063808
2,0,2,2,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.1693250410160256,-0.7230616022258339,-0.8029476047328334,1.298150279633681,-0.5328007247722796,-0.33762994411680447,0,1,-2.6916503519917683,-2.223328407854533,1.0070049331090443,0.9445401053315556,0.6183580927998995
2,3,0,1,4,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.1693250410160256,-0.7999675343361147,1.7726805270295567,-0.1694811329175329,-0.5328007247722796,2.9697561287902774,0,1,-2.6916503519917683,-2.3002343399648133,1.0070049331090443,0.9445401053315556,0.68412760034714
2,2,4,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.8995707285437984,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,3,2,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.972487110756131,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,2,2,4,1,Returning_Visitor,0,False,1.0280238694334463,0.7910488147700476,1.9532140441962131,2.0647699656305876,0.6302422702384948,0.35748120286323387,-0.8029476047328334,-0.7324805210086746,1.9470273774406786,2.8995707285437984,0,1,3.611480183868154,3.2132999832638687,0.7694848712082942,1.0571140279099733,0.5672123558579413
2,2,0,6,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.1693250410160256,-0.9178601426243255,-0.8029476047328334,0.7622498176525309,-0.5328007247722796,2.9697561287902774,0,1,-2.6916503519917683,-2.418126948253024,1.0070049331090443,0.9445401053315556,0.7849486758846774
2,2,4,2,1,Returning_Visitor,0,False,0.5502810571518354,0.32526189652264165,-0.5238514774617935,-0.4947987296998535,-0.07496982039224397,-0.2658983927670202,0.3069700758465639,0.662975513375369,-0.5328007247722796,2.972487110756131,0,1,-0.04854024070220207,-0.43543522594423206,0.5910832151957837,0.9445401053315556,3.546739092822061
2,1,1,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.8702927252689222,-0.696896621384898,-0.8029476047328334,-0.6163158800660387,-0.5328007247722796,2.9697561287902774,0,1,-2.3926180362446647,-2.1971634270135967,1.0070049331090443,0.9445401053315556,0.8007611705240391
2,1,1,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.6460267651187497,-0.23740944495454885,1.7726805270295567,1.7701054977931776,-0.5328007247722796,-0.33762994411680447,0,1,-2.168352076094492,-1.7376762505832475,1.0070049331090443,0.9445401053315556,0.3674916547937597
2,1,1,3,2,Returning_Visitor,0,False,1.652560124395805,1.326634339209873,-0.5238514774617935,-0.4947987296998535,0.7673987903139321,0.6926929510333579,0.09079971179851762,-0.4456220027926327,1.96734160724989,-0.33762994411680447,0,1,1.8961074372479436,1.5245285605433774,0.8027752331824572,0.9445401053315556,0.9026505641870858
2,2,2,0,4,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.18775436593530764,0.11730906832449411,-0.8029476047328334,-1.2427623709047628,-0.5328007247722796,-0.33762994411680447,0,1,-1.71007967691105,-1.3829577373042046,1.0070049331090443,0.9445401053315556,-0.6248007482548446
2,2,2,4,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,-0.33762994411680447,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,2,2,3,1,Returning_Visitor,0,True,0.8341765296989795,0.9486230871197852,-0.5238514774617935,-0.4947987296998535,0.37663024282075147,0.19994809779318168,-0.8029476047328334,-0.8643606612538428,1.9537450213950471,2.972650148551081,0,1,0.6869552950579374,0.6537724552131133,1.1371970480422229,0.9445401053315556,0.5308869948830487
2,0,1,1,3,Returning_Visitor,0,False,1.0280238694334463,0.7042876282581763,-0.5238514774617935,-0.4947987296998535,1.455885932501381,2.1147494603496964,-0.5593200479012543,-0.7155198826062319,-0.5328007247722796,-0.33762994411680447,0,1,1.9600583244730339,2.324238358908019,0.6850887894717035,0.9445401053315556,1.452551613515704
2,2,2,0,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.972487110756131,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,2,0,2,4,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,0.025420712240372623,0.2848286537618008,-0.8029476047328334,-1.223447569084566,-0.5328007247722796,-0.33762994411680447,0,1,-1.4969045987353697,-1.215438151866898,1.0070049331090443,0.9445401053315556,11.204589826930265
2,3,2,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.8995707285437984,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,2,0,1,2,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,-0.33762994411680447,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,2,0,6,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,0.11588747958460872,-0.6208636581928714,1.0697051268659952,0.8299811918540514,-0.5328007247722796,-0.33762994411680447,0,1,-1.4064378313911337,-2.12113046382157,1.0070049331090443,0.9445401053315556,-5.357469680230492
2,2,2,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.6206404930617382,-1.2606500682038184,-0.8029476047328334,1.610381750970617,-0.5328007247722796,2.9697561287902774,0,1,-3.1429658040374804,-2.7609168738325174,1.0070049331090443,0.9445401053315556,0.7778715104311503
2,2,4,3,2,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.6460267651187497,-0.2004803108953812,-0.8029476047328334,-0.8736486824711897,-0.5328007247722796,-0.33762994411680447,0,1,-2.168352076094492,-1.70074711652408,1.0070049331090443,0.9445401053315556,0.3103281809980889
2,2,4,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.3668677296683835,-0.8022191587817441,-0.8029476047328334,1.1508382447806984,-0.5328007247722796,-0.33762994411680447,0,1,-2.889193040644126,-2.302485964410443,1.0070049331090443,0.9445401053315556,0.5869032835945076
2,2,4,1,1,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-0.07496982039224397,-0.0022547236226608293,-0.8029476047328334,-0.1694811329175329,-0.5328007247722796,-0.33762994411680447,0,1,-1.5972951313679864,-1.5025215292513596,1.0070049331090443,0.9445401053315556,0.03007508369186506
2,2,0,1,2,Returning_Visitor,0,True,1.5636437916247254,1.7002618796634617,-0.5238514774617935,-0.4947987296998535,0.6302422702384948,0.9459545148856883,-0.3311257624453966,-0.7475155278585357,1.9123659046194599,-0.33762994411680447,0,1,1.6700345844014266,2.1514176648492964,1.0873716179928559,0.9445401053315556,1.5009379084137318
2,3,2,3,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.6206404930617382,-1.047887615429264,-0.8029476047328334,0.7622498176525309,-0.5328007247722796,2.972487110756131,0,1,-3.1429658040374804,-2.548154421057963,1.0070049331090443,0.9445401053315556,0.6465885678628078
2,1,1,1,3,Returning_Visitor,1,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.972663648517406,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
2,1,1,1,3,Returning_Visitor,0,False,-0.998473833513949,-1.0054680759288452,-0.5238514774617935,-0.4947987296998535,-1.9765914735577885,-2.168082124275048,2.219446445863352,2.0112780808328035,-0.5328007247722796,2.9697561287902774,0,1,-3.498916784533531,-3.668348929903747,1.0070049331090443,0.9445401053315556,1.0968792253123423
